"SITECODE","DESIGNATIONCODE","DESIGNATEDSITENAME","OVERLAPCODE","OVERLAPPERC"
"GR1130009","GR95","Fanari-Porto Lagos","+",1.59
"GR1130009","GR95","Kechrou - Kerasias Koinotitas Kechrou","*",0.04
"GR1130009","IN00","","",90.59
"GR1130010","GR95","Ptelea Dimou Aigeirou","+",1.74
"GR1130010","GR95","Xirolimni Dimou Aigeirou","*",1.05
"GR1130011","GR95","Kallithea - Treis Vryses Dimon Alexandroupolis, Orfea, Soufliou","*",0.06
"GR1220010","GR95","Palmitsi-Kampos (Evzonon & Mikrou Dasous)","*",4.22
"GR1220010","GR95","Stergios-Aliakmonas (Aiginiou)","*",3.92
"GR1220010","GR99","Ethniko Parko Axiou - Periochi D elenchomenis oikistikis anaptyxis Alykon Kitrous","*",0.38
"GR1220011","GR95","Tsairi Dimou Epanomis","*",97.82
"GR1230002","GR95","Do?rani Dimon Do?ranis Mourion","*",100
"GR1240001","GR06","","",0.16
"GR1240001","GR95","Dimotiko Dasos Ano Koryfis-Dragos-Ormas","*",10.08
"GR1240001","GR95","Tzena - Pinovo Dimou Exaplatanou","*",0
"GR1240002","GR95","","",93.19
"GR1240006","GR95","","",81.21
"GR1240008","GR06","","",0.11
"GR1240008","IN01","","",0.08
"GR1250001","GR05","Olympos","*",23.98
"GR1250001","IN01","","",23.98
"GR1250001","IN03","","",23.98
"GR1250002","GR95","Anilio","*",2.44
"GR1250002","GR95","Mesaio-Lapousi-Gkrizos (Ritinis)","*",8.45
"GR1250004","GR08","Ethniko Parko Axiou - Periochi Prostasias tis Fysis PA","*",74.14
"GR1250004","GR95","","",81.03
"GR1250004","GR99","Ethniko Parko Axiou - Periochi D elenchomenis oikistikis anaptyxis Alykon Kitrous","*",11.48
"GR1260001","GR02","Ethniko Parko Limnis Kerkinis - Perioches Apolytis Prostasias tis Fysis A1, A2, A3, A4","*",2.14
"GR1260001","GR95","Ereipia Exochoriou (Rodonos, Amaranton, Kentrikou & Antigoneias)","*",0.15
"GR1260001","GR95","Theodoriou - Anatolis Dimou Kerkinis","*",2.63
"GR1260005","GR00","","",100
"GR1260008","GR95","Ereipia Exochoriou (Rodonos, Amaranton, Kentrikou & Antigoneias)","*",0.42
"GR1260008","GR96","Ethniko Parko Limnis Kerkinis","*",98.86
"GR1260008","IN00","","",37.67
"GR1260009","GR23","Serres","*",0.01
"GR1260009","GR95","","",1.69
"GR1260009","GR95","Viros-Iera Moni Agiou Nikolaou (Serron-Oinousas-Eptamylon)","*",1.69
"GR1260009","IN06","","",88.69
"GR1260010","GR95","Petritsio Dimou Petritsiou","*",14.63
"GR1260010","GR99","Ethniko Parko Limnis Kerkinis - Perioches Oikoanaptyxis OA1, OA2, OB1, OB2, OB3 Ethnikou Parkou Limnis Kerkinis","*",97.77
"GR1270001","GR95","Chavria Dimou Arnaias & Panagias","*",2.79
"GR1270004","GR95","","",30.41
"GR1270005","GR92","","",0.21
"GR1270005","GR95","Brostomnitsa (Stratonikis)","*",31.43
"GR1270007","GR00","","",100
"GR1270010","GR00","","",100
"GR1270012","GR95","","",18.19
"GR1270012","GR95","Chavria Dimou Arnaias & Panagias","+",5.14
"GR1270012","GR95","Polygyros Dimou Polygyrou","*",13.01
"GR1270013","GR95","","",61.93
"GR1270013","GR95","Eli Neas Fokaias - Dimotika Diamerismata Neas Fokaias kai Potidaias Dimou Pallinis Kassandras","*",61.93
"GR1310001","GR95","Palaiomonastiro-Batefourlo (Perivoliou)","*",1.88
"GR1310002","IN01","","",21.51
"GR1310003","GR11","Pindos","*",44.61
"GR1310003","GR95","Kyra Kali-Trypimeni (Monastiriou-Kranias)","*",5.81
"GR1310003","GR95","Metsovo-Chrysovitsa-Grevenitio","*",4.29
"GR1310003","GR96","","",100
"GR1310003","IN01","","",46.12
"GR1310004","GR96","","",79.81
"GR1310004","GR96","Ethniko Parko Pindou","*",23.32
"GR1320001","GR95","Limni-Vouno Kastorias","*",87.84
"GR1320002","GR95","Katafiki-Megali Petra-Skala Gramou","*",3.58
"GR1320003","GR95","","",98.91
"GR1340001","GR08","Ethniko Parko Limnon Mikris kai Megalis Prespas - Zones Prostasias tis Fysis B1, B3, B5, B7","*",16.16
"GR1340001","GR08","Ethniko Parko Limnon Mikris kai Megalis Prespas - Zones Prostasias tis Fysis B2, B4, B6","*",69.1
"GR1340001","GR11","","",78.98
"GR1340001","GR11","Prespes","*",78.98
"GR1340001","GR95","","",9.24
"GR1340001","GR95","Sfikas Dimou Prespon","*",9.24
"GR1340003","GR08","Ethniko Parko Limnon Mikris kai Megalis Prespas - Zones Prostasias tis Fysis B1, B3, B5, B7","*",2.11
"GR1340007","GR95","Ampelia Dimou Amyntaiou","*",26.56
"GR1420001","GR95","Dimosio Dasos Kato Olympou (Pantele?mona-Skotinas)","*",17.25
"GR1420001","GR95","Tsa?ra-Gkoliani (Rapsanis)","*",6.92
"GR1420003","GR23","","",77.38
"GR1420004","GR95","Dasos Iera Moni Flampouriou (Keramidiou)","*",0.97
"GR1420006","GR95","Dasoktima Polydendriou","*",9.2
"GR1420007","GR12","","",67.21
"GR1420007","GR23","Ossa Larisas","*",73.8
"GR1420008","GR12","","",0.72
"GR1420008","GR95","","",19.13
"GR1420008","GR95","Aspropetra-Ailia (Kallipefkis)","*",2.62
"GR1420009","GR00","","",100
"GR1420012","GR12","Dasos Farsalon Larisas","+",1.13
"GR1420013","GR95","","",7.94
"GR1420014","GR95","","",3.45
"GR1420015","GR12","","",0.44
"GR1430001","GR95","","",11.32
"GR1430001","GR95","Sarakinos, Kaliakouda, Panagias, Pournari, Elatorema Koinotita Makrinitsas","*",3.44
"GR1430003","GR12","Dasi nisou Skiathou Magnisias","*",42.17
"GR1430003","GR95","","",43.47
"GR1430003","IN04","","",42.17
"GR1430004","GR06","","",0.17
"GR1430004","GR23","Voreies Sporades Skopelou","*",2.48
"GR1430004","GR95","Palouki Dimou Skopelou","*",0.61
"GR1430004","GR97","Ethniko Thalassio Parko Alonnisou Voreion Sporadon","*",88.18
"GR1430005","GR06","","",3.26
"GR1430005","IN04","","",98.3
"GR1430008","GR95","Dasos Iera Moni Flampouriou (Keramidiou)","*",4.57
"GR1430008","GR95","Sarakinos, Kaliakouda, Panagias, Pournari, Elatorema Koinotita Makrinitsas","*",6.9
"GR1440001","GR08","","",0.23
"GR1440001","GR08","Eth. Parko Tzoumerkon-Peristeriou-charadras Arachthou-Periochi prostasias tis fysis Tsouma Plastari Koutsouro (Zoni ID)","*",0.23
"GR1440001","GR95","","",24.27
"GR1440001","GR95","Koutsouro (Tzakouta-Mnimata-Katafytou-Anthousas)","*",3.33
"GR1440001","GR96","","",0.34
"GR1440003","GR95","Kanalaki (Kastrakiou-Vlachavas)","*",1.09
"GR1440003","GR95","Kotroni Gerakariou","*",3.12
"GR1440005","GR23","Koziakas Trikalon","*",5.23
"GR1440005","GR95","Arkoudorema-Plastiras (Spathadon)","*",0.82
"GR1440005","GR95","Kanalaki (Kastrakiou-Vlachavas)","*",0.92
"GR1440005","GR95","Kotroni Gerakariou","*",2.57
"GR1440006","GR23","","",98.66
"GR2110001","GR08","Ethniko Parko Ygrotopon Amvrakikou - Periochi prostasias tis fysis","*",56.81
"GR2110001","GR99","Ethniko Parko Ygrotopon Amvrakikou (Zoni A-1: Periochi Eidikis Diacheirisis Ydaton)","*",1.67
"GR2110001","IN04","","",79.34
"GR2110002","GR08","","",12.12
"GR2110002","GR08","E. Parko Tzoumerkon-Peristeriou-ch.Arachthou-Periochi prostasias tis fysis charadras ano tmimatos Kallarytikou (Zoni IB)","*",3.21
"GR2110002","GR08","Eth. Parko Tzoumerkon-Peristeriou-charadras Arachthou - Periochi prostasias tis fysis Pachtouriou-Athamanias (Zoni IC)","*",8.91
"GR2110004","GR08","","",68.68
"GR2110004","IN00","","",95.63
"GR2120002","GR07","Perioches Prostasias tis Fysis Stenon kai Ekvolon Acheronta kai Kalama kai Elous Kalodikiou kai Perifereiaki Zoni","*",90.97
"GR2120004","GR95","","",69.97
"GR2120005","GR95","","",11.24
"GR2120006","GR95","Valtos Kalodikiou","*",21.95
"GR2120008","GR95","Tourla - Moungila - Vorilla Dimon Lourou kai Fanarion","*",10.56
"GR2120009","GR95","Ampelonas, Vavouriou, Mileas Dimou Filiaton","*",8.4
"GR2130001","GR96","","",99.94
"GR2130002","GR11","Vikos-Aoos","*",0.07
"GR2130002","GR95","","",21.02
"GR2130002","GR95","Charadra Aoou (Konitsas-Eleftherou-Papigkou)","*",2.07
"GR2130002","GR96","Ethniko Parko Pindou","*",97.35
"GR2130004","GR95","Iliochoriou - Vrysochoriou Dimou Tymfis","*",0.02
"GR2130004","GR96","","",97.47
"GR2130006","GR92","","",4.37
"GR2130007","GR95","","",5.1
"GR2130007","GR96","Ethniko Parko Tzoumerkon-Peristeriou kai charadras Arachthou (Zoni III)","*",95.92
"GR2130007","GR99","Periochi diatirisis topiou, oikotopon kai eidon Peristeriou (Zoni IIB) Ethnikou Parkou Tzoumerkon-Peristeriou","*",53.66
"GR2130009","GR11","","",34.65
"GR2130009","GR95","Charadra Aoou (Konitsas-Eleftherou-Papigkou)","*",11.16
"GR2130011","GR94","","",25.39
"GR2130011","GR95","Agios Athanasios-Sipitoura (Asprapangelon-Elatis)","*",0.62
"GR2130011","GR95","Pades","*",0.01
"GR2130011","IN06","","",87.47
"GR2130013","GR08","E. Parko Tzoumerkon-Peristeriou-ch.Arachthou-Periochi prostasias tis fysis charadras ano tmimatos Kallarytikou (Zoni IB)","*",2.62
"GR2130013","GR92","Ethniko Parko Tzoumerkon-Peristeriou kai charadras Arachthou - Periochi perifereiakis zonis Peristeriou (Zoni IVC)","*",0.36
"GR2130013","GR95","","",12.19
"GR1130012","GR99","Periochi oikoanaptixis Ethnikou Parkou Anatolikis Makedonias kai Thrakis","*",0.01
"GR1140001","GR06","","",49.34
"GR1140001","GR95","Partheno Dasos Sillis (Paranestiou)","*",100
"GR1140002","GR96","Ethniko Parko Oroseiras Rodopis","*",98.94
"GR1140002","GR99","Ethniko Parko Oroseiras Rodopis, Perioches Aiforikis Chrisis & Anaptyxis C6A","*",15.33
"GR1140003","GR95","Aetorachi Paranestiou","*",7.36
"GR1140004","GR00","","",100
"GR1140008","GR06","","",0.59
"GR1140008","GR99","Ethniko Parko Oroseiras Rodopis, Perioches Eidikis Diachirisis C3, C4","*",5.36
"GR1140008","IN01","","",1.03
"GR1140009","GR92","Ethniko Parko Oroseiras Rodopis, Perifereiaki Ektasi","*",12.22
"GR1140009","GR95","Xiropotamou - Petrousas","*",1.15
"GR1150001","IN00","","",92.17
"GR1150008","GR00","","",100
"GR1150010","GR95","","",36.42
"GR1150010","GR99","Periochi oikoanaptixis Ethnikou Parkou Anatolikis Makedonias kai Thrakis","*",4.1
"GR1150011","GR95","Pangaio oros Dimon Pangaiou - Eleftheroupolis - Piereon - Orfanou","*",23.74
"GR1150011","IN06","","",78.76
"GR1150012","GR95","Kallirachi-Maries","*",0
"GR1150012","IN06","","",60.55
"GR1220001","GR02","","",1.14
"GR1220001","GR95","Limni Koroneia","+",18.15
"GR1220001","GR95","Madytou, Apollonias, Limnis Volvis, Ekvoles Rycheiou Potamou Dimon Apollonias, Agiou Georgiou kai Rentinas","*",39.37
"GR1220001","GR96","","",55.38
"GR1220002","GR95","Stergios-Aliakmonas (Aiginiou)","*",7.81
"GR1220003","GR92","Perifereiaki zoni C Ethnikou Parkou ygrotopon ton limnon Koroneias - Volvis kai ton Makedonikon Tempon","*",3.1
"GR1220005","GR00","","",100
"GR1220009","GR95","Cholomontas Dimou Arnaias","*",0.92
"GR1220009","GR95","Chortiatis Koinotita Chortiati","*",0.04
"GR1220009","GR95","Exalofos-Polydendro-Chrysavgi","*",0.02
"GR1220009","GR95","Filadelfeiou - Mavroudas","+",0.56
"GR1220009","GR95","Limni Lagkada","*",1.38
"GR1220009","GR95","Zagkliveri-Adam-Petrokerasa-Leivadi","+",1.36
"GR1220009","GR96","","",78.43
"GR1220010","GR95","Alyki Kitrous (Pydnas)","*",4.37
"GR2130013","GR95","Athamaniou - Theodorianon","*",0.63
"GR2210001","GR09","Zones A2, A3, Ia, Ib, P1, P2, P3, Y, kai YΤ Ethnikou Thalassiou Parkou Zakynthou","*",1.97
"GR2210001","GR97","Ethniko Thalassio Parko Zakynthou","*",1.97
"GR2210002","GR09","","",89.76
"GR2210002","GR97","","",95.53
"GR2210002","GR99","","",5.97
"GR2210003","GR95","","",26
"GR2210004","GR97","","",100
"GR2220002","IN01","","",95.55
"GR2220003","GR08","","",0
"GR2220003","GR92","Perifereiakes perioches PP1, PP2, PP3, PP4, PP5, PP6, PP7 kai Perifereiaki zoni Ethnikou Parkou Mesolongiou","*",0.01
"GR2220005","GR00","","",100
"GR2220005","GR95","Oros Kasteli-Blosti (Thinaias-Zolon-Livadiou)","*",0
"GR2220006","IN01","","",13.5
"GR2230001","GR00","","",100
"GR2230004","GR00","","",100
"GR2230007","GR00","","",100
"GR2310001","GR92","Perifereiakes perioches PP1, PP2, PP3, PP4, PP5, PP6, PP7 kai Perifereiaki zoni Ethnikou Parkou Mesolongiou","*",5.69
"GR2310001","GR95","","",0.76
"GR2310004","GR95","","",10.95
"GR2310004","GR95","Spartia - Drymona Dimon Paravolas kai Thermou","*",4.95
"GR2310006","GR08","Ethniko Parko Ygrotopon Amvrakikou - Periochi prostasias tis fysis","*",54.1
"GR2310006","GR92","Periochi Perivallontikou Elegchou Ethnikou Parkou Ygrotopon Amvrakikou (Zoni C)","*",30.83
"GR2310006","GR96","","",69.16
"GR2310006","GR99","","",15.07
"GR2310010","GR95","Oros Arakynthos-Mataragkas-Gavalou","*",3.38
"GR2310013","GR92","Perifereiakes perioches PP1, PP2, PP3, PP4, PP5, PP6, PP7 kai Perifereiaki zoni Ethnikou Parkou Mesolongiou","*",88.95
"GR2310014","GR08","Ethniko Parko Ygrotopon Amvrakikou - Periochi prostasias tis fysis","*",42.72
"GR2310014","GR92","Periochi Perivallontikou Elegchou Ethnikou Parkou Ygrotopon Amvrakikou (Zoni C)","*",35.39
"GR2310014","GR96","","",63.72
"GR2310014","GR99","Ethniko Parko Ygrotopon Amvrakikou (Zoni B: Periochi Eidikon Rythmiseon)","*",20.99
"GR2310015","GR06","To dasos tou Lesiniou Aitoloakarnanias","*",0.1
"GR2310015","GR95","Asprolithi Dimou Mesolongiou","*",3.6
"GR2420010","GR95","","",55.49
"GR2420010","IN06","","",96.81
"GR2430002","GR95","","",8.67
"GR2430002","GR95","Varvadiadas (Idiotiko Dasos Katsifou)","*",0.01
"GR2440002","GR95","Ekvoles Spercheiou-Anthlili-Roditsa","+",2.5
"GR2440002","GR95","Goulina (Palaiovrachas-Kallitheas-Spercheiadas)","*",0.18
"GR2440002","GR95","Oros Kallidromou (Thermopylon)","*",0.07
"GR2440003","GR95","Skasmeni Frantzi-Dyo Vounon","*",60.36
"GR2440004","GR95","","",5.04
"GR2440005","GR95","Ekvoles Spercheiou-Anthlili-Roditsa","+",10.84
"GR2440006","GR95","","",29.31
"GR2440007","GR05","Oiti","*",26.49
"GR2440007","GR11","","",28.15
"GR2440007","GR95","","",13.65
"GR2440007","GR95","Skasmeni Frantzi-Dyo Vounon","+",6.52
"GR2440007","IN01","","",26.49
"GR2450001","GR95","Makrya Rachi, Dryodasos Pentagion","*",2.13
"GR2450004","GR95","","",1.25
"GR2450004","GR95","Xirovouni (Kallitheas-Dafnochoriou-Elaias-Makrynis)","*",1.25
"GR2450005","GR95","","",24.43
"GR2450009","IN06","","",18.97
"GR2510003","GR00","","",100
"GR2510004","IN06","","",77.99
"GR2520006","GR06","","",1.01
"GR2520006","GR95","Fonemenoi-Koutsoura (Agiou Petrou Ep.Kynourias)","*",1.17
"GR2530001","GR95","","",5.25
"GR2530002","GR95","","",85.58
"GR2530004","GR95","Limni Stymfalia - Apelevro oros Dimou Stymfalias Korinthias kai Koinotitas Aleas Argolidas","*",12.7
"GR2530005","GR95","","",56.05
"GR2530005","GR95","Periochi Geraneion Dimou Megaron","*",21.87
"GR2530006","GR95","Boutsi Dimotikou Diamerismatos Karyas Dimou Xylokastrou","*",6.01
"GR2540003","GR00","","",100
"GR2540007","GR95","","",6.67
"GR2550004","GR95","Limni Ntivari-Valtos (Pylou-Romanou)","*",19.81
"GR2550006","GR95","Ntoumpitsia (Exochoriou)","*",1.45
"GR3000001","GR05","","",26.49
"GR3000001","GR21","","",0.21
"GR3000001","GR95","","",71.47
"GR3000003","GR08","","",81.33
"GR3000005","GR05","Sounio","+",11.57
"GR3000005","GR11","","",45.91
"GR3000005","IN04","","",57.48
"GR3000015","GR12","","",4.8
"GR3000016","GR96","","",0
"GR4110003","GR95","Mesoros (Agra)","*",1.76
"GR4110006","GR95","Palaiokastro-Alepotrypes-Voutsadika (Panagias-Plakas)","*",0.11
"GR4110006","GR95","Pla?-Korakia-Parthenomytos (Moudrou)","*",0.58
"GR4110009","GR95","Nisides Toukmakia, Prasalogos kai Monopetra tou Dimou Mantamadou kai Kydonas tou Dimou L. Thermis","*",81.37
"GR4110010","GR95","Skamniouda (Antissas)","+",2.71
"GR4110010","GR95","Vatheia Koilada-Kelemia (Antissas)","+",1.55
"GR4110014","IN06","","",37.26
"GR4120001","GR28","","",5.96
"GR4120003","GR01","Mikro kai Megalo Seitani Samou (Periochi A2)","+",10.02
"GR4120003","GR07","","",58.11
"GR4120003","GR07","Oros Kerkis stin Samo","*",58.11
"GR4120004","GR00","","",100
"GR4120005","GR00","","",100
"GR4120008","GR01","Mikro kai Megalo Seitani Samou (Periochi A1-pyrinas)","*",2.77
"GR4120008","GR07","Oros Kerkis stin Samo","*",44.41
"GR4130001","GR95","Korakies-Lygari (Parparias)","*",1.34
"GR4130001","GR95","Nisides Agios Panteleimon, Pateroniso kai Vatos Dimou Oinousson","*",0.13
"GR4130003","GR95","Agios Galaktos Dimou Amanis","*",0.36
"GR4130003","GR95","Kyminas Koinotitas volisou, Pispilountas, Fyton tou Dimou Amanis","*",1.95
"GR4210001","GR95","","",2.14
"GR4210002","GR95","","",16.71
"GR4210005","GR06","","",0.66
"GR4210007","GR95","","",32.48
"GR4210007","GR95","Nisides Armathia kai Makronisi tis Kasou, Antitilos kai Gaidaros tis TilouΖ.klp","*",0.53
"GR4210009","GR95","","",51.88
"GR4210016","GR95","","",2.55
"GR4210017","GR95","","",96.85
"GR4210018","GR95","","",100
"GR4210019","GR95","","",97.59
"GR4210020","GR95","","",3.6
"GR4210020","GR95","Nisides Chondros, Marmaras, Gialesinos kai Kouloundros tis Symis.... klp.","*",0.42
"GR4210021","GR95","Anatoliko Tmima nisou Astypalaias kai gyrothen nisides","*",99.95
"GR4210023","GR95","Nisides Chondros, Marmaras, Gialesinos kai Kouloundros tis Symis.... klp.","*",54.64
"GR4210024","GR95","","",57.08
"GR4210024","GR95","Nisides Armathia kai Makronisi tis Kasou, Antitilos kai Gaidaros tis TilouΖ.klp","*",2.06
"GR4210026","GR95","Nisides Chondros, Marmaras, Gialesinos kai Kouloundros tis Symis.... klp.","*",0.09
"GR4210027","GR95","Ygroviotopos Alykis periochis Va? Alykis Dimou Dikaiou Nisou Ko - Apo Koinotiton Pyliou kai Asfendiou Nisou Ko","+",53.12
"GR4210028","GR95","Nisides Armathia kai Makronisi tis Kasou, Antitilos kai Gaidaros tis TilouΖ.klp","*",4.83
"GR4210029","GR95","Kolympion Dimou Afantou Nisou Rodou","*",0.36
"GR4210029","GR95","Vounokalathos (Laermon-Lardou-Pylona-Kalathou Rodou)","*",3.84
"GR4210030","GR06","","",1.2
"GR4210031","GR95","Prasonisi Dimotikou Diamerismatos Katavias Nisou Rodou","*",5.46
"GR4210032","GR95","Nisides Chondros, Marmaras, Gialesinos kai Kouloundros tis Symis.... klp.","*",4.92
"GR4220005","GR99","","",3.92
"GR4220006","GR95","","",1.22
"GR4220009","GR95","Chora-Agia Kyriaki (Serifos)","*",2.19
"GR4220011","GR95","Kato Meria (Keas)","+",14.01
"GR4220016","GR95","Agios Charalampos-Lagkada (Parou)","*",3.26
"GR4220018","GR95","","",12.49
"GR4220019","GR95","","",40.18
"GR4220019","GR95","Tsiknia Dimou Exomvourgou, Nisou Tinou","*",40.18
"GR4220028","GR95","Megala Vrachia","+",2.68
"GR4220028","GR99","Periochi Gavriou Androu (periochi A)","*",0
"GR4220028","IN06","","",49.81
"GR4220029","IN06","","",4.7
"GR4220030","IN06","","",100
"GR4220031","GR95","Panormos (Pyrgou Tinou)","*",0.05
"GR4220032","GR95","","",8.64
"GR4220032","IN06","","",100
"GR4310011","GR95","Amiron, Kefalovrysiou Dimou Viannou","*",12.05
"GR4310013","GR95","","",18.03
"GR4320002","GR95","","",12.28
"GR4320002","GR95","Chalasia (Zenion-Exo Potamon-Mesa Lasithiou)","+",2.35
"GR4320002","GR95","Selakano Dimou Ierapetras","*",4.97
"GR4320006","GR12","","",0.13
"GR4320006","GR12","Foinikodasos Vai Lasithiou","*",0.13
"GR4320006","GR95","Dionysades nisoi Dimou Siteias","+",4.07
"GR4320006","GR95","Pla? Marazaki Dimou Itanou","*",1.02
"GR4320006","GR95","Va? Dimou Itanou","*",0.68
"GR4320008","GR95","","",51.91
"GR4320009","GR12","","",0.46
"GR4320009","GR12","Foinikodasos Vai Lasithiou","*",0.46
"GR4320010","GR95","Amiron, Kefalovrysiou Dimou Viannou","*",8.6
"GR4320013","GR95","","",24.54
"GR4320016","GR95","Zakros (Itanou)","*",6.65
"GR4320017","GR95","Nisi Koufonisi","*",77.63
"GR4320017","IN06","","",99.99
